analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,Delta_N,Z,z_MET,z_HT_or_meff,z_N_jets,z_N_leptons,z_N_btags,category_bonus,B_access,B_access_z
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13.0,139.0,SRZLow_cuts,35.0,29.66320458799601,1.231685169627945,,,,,,,5.33679541200399,4.332921710518018,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-05-strong-eff,ATLAS,13.0,139.0,SRZMed_cuts,15.0,14.899351075291634,1.0505669385064922,,,,,,,0.1006489247083664,0.09580439001007494,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-06-eff,ATLAS,13.0,139.0,SR_ISR,30.0,23.4,2.1,,,,,,compressed,6.600000000000001,3.1428571428571432,0.0,0.0,0.0,0.0,0.0,1,1.0,0.7949614853646055
ATLAS-SUSY-2018-06-eff,ATLAS,13.0,139.0,SR_low,51.0,46.0,5.0,,,,,,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SR4la,19.0,19.3,2.7,,,,4.0,,,-0.3000000000000007,-0.11111111111111137,0.0,0.0,0.0,-0.3103822372652939,0.0,0,-0.3103822372652939,-0.4339848157367233
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SR4sm,10.0,12.8,3.2,,,,,,,-2.8000000000000007,-0.8750000000000002,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDF110,19.0,22.0,4.0,,,,2.0,,,-3.0,-0.75,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDF120,13.0,16.3,3.2,,,,2.0,,,-3.3000000000000007,-1.0312500000000002,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDF140,5.0,5.1,0.8,,,,2.0,,,-0.09999999999999964,-0.12499999999999956,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDF160,1.0,2.83,0.45,,,,2.0,,,-1.83,-4.066666666666666,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDF180,1.0,3.25,0.45,,,,2.0,,,-2.25,-5.0,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDF220,3.0,3.11,0.67,,,,2.0,,,-0.10999999999999988,-0.16417910447761175,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDFW,1.0,5.1,1.0,,,,2.0,,,-4.1,-4.1,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRDFt,5.0,7.5,1.4,,,,2.0,,,-2.5,-1.7857142857142858,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSF110,17.0,18.8,3.5,,,,2.0,,,-1.8000000000000007,-0.5142857142857145,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSF120,19.0,14.4,2.9,,,,2.0,,,4.6,1.586206896551724,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSF140,9.0,5.1,0.9,,,,2.0,,,3.9000000000000004,4.333333333333334,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSF160,3.0,3.7,0.6,,,,2.0,,,-0.7000000000000002,-1.166666666666667,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSF180,4.0,4.4,0.7,,,,2.0,,,-0.40000000000000036,-0.571428571428572,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSF220,5.0,5.0,1.0,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSFW,5.0,4.0,1.0,,,,2.0,,,1.0,1.0,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-08-eff,ATLAS,13.0,139.0,SRSFt,5.0,5.0,1.1,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,2j0b_1,280.0,275.9,12.2,,,2.0,,0.0,,4.100000000000023,0.3360655737704937,0.0,0.0,-0.9753447883793924,0.0,-0.9811557810392123,0,-1.9565005694186048,-1.9778023202358586
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,2j0b_2,84.0,77.6,5.0,,,2.0,,0.0,,6.400000000000006,1.2800000000000011,0.0,0.0,-0.9753447883793924,0.0,-0.9811557810392123,0,-1.9565005694186048,-1.9778023202358586
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,2j0b_3,22.0,14.8,1.8,,,2.0,,0.0,,7.199999999999999,3.9999999999999996,0.0,0.0,-0.9753447883793924,0.0,-0.9811557810392123,0,-1.9565005694186048,-1.9778023202358586
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,2j1b_1,154.0,146.9,9.4,,,2.0,,1.0,,7.099999999999994,0.7553191489361696,0.0,0.0,-0.9753447883793924,0.0,0.6713171133426189,0,-0.3040276750367735,-0.4280251686018871
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,2j1b_2,106.0,114.5,8.2,,,2.0,,1.0,,-8.5,-1.0365853658536586,0.0,0.0,-0.9753447883793924,0.0,0.6713171133426189,0,-0.3040276750367735,-0.4280251686018871
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,2j1b_3,21.0,19.0,3.2,,,2.0,,1.0,,2.0,0.625,0.0,0.0,-0.9753447883793924,0.0,0.6713171133426189,0,-0.3040276750367735,-0.4280251686018871
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j0bhighx_1,104.0,96.6,9.0,,,4.0,,0.0,,7.400000000000006,0.8222222222222229,0.0,0.0,0.15989258825891683,0.0,-0.9811557810392123,0,-0.8212631927802955,-0.9131162040662516
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j0bhighx_2,32.0,21.6,2.5,,,4.0,,0.0,,10.399999999999999,4.159999999999999,0.0,0.0,0.15989258825891683,0.0,-0.9811557810392123,0,-0.8212631927802955,-0.9131162040662516
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j0bhighx_3,11.0,9.4,2.4,,,4.0,,0.0,,1.5999999999999996,0.6666666666666665,0.0,0.0,0.15989258825891683,0.0,-0.9811557810392123,0,-0.8212631927802955,-0.9131162040662516
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j0blowx_1,393.0,391.9,14.9,,,4.0,,0.0,,1.1000000000000227,0.07382550335570623,0.0,0.0,0.15989258825891683,0.0,-0.9811557810392123,0,-0.8212631927802955,-0.9131162040662516
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j0blowx_2,57.0,58.4,3.5,,,4.0,,0.0,,-1.3999999999999986,-0.3999999999999996,0.0,0.0,0.15989258825891683,0.0,-0.9811557810392123,0,-0.8212631927802955,-0.9131162040662516
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j0blowx_3,10.0,10.3,1.2,,,4.0,,0.0,,-0.3000000000000007,-0.2500000000000006,0.0,0.0,0.15989258825891683,0.0,-0.9811557810392123,0,-0.8212631927802955,-0.9131162040662516
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j1bhighx_1,121.0,121.2,8.0,,,4.0,,1.0,,-0.20000000000000284,-0.025000000000000355,0.0,0.0,0.15989258825891683,0.0,0.6713171133426189,0,0.8312097016015357,0.6366609475677198
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j1bhighx_2,26.0,25.3,3.0,,,4.0,,1.0,,0.6999999999999993,0.2333333333333331,0.0,0.0,0.15989258825891683,0.0,0.6713171133426189,0,0.8312097016015357,0.6366609475677198
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j1bhighx_3,8.0,8.0,1.6,,,4.0,,1.0,,0.0,0.0,0.0,0.0,0.15989258825891683,0.0,0.6713171133426189,0,0.8312097016015357,0.6366609475677198
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j1blowx_1,695.0,690.0,21.9,,,4.0,,1.0,,5.0,0.22831050228310504,0.0,0.0,0.15989258825891683,0.0,0.6713171133426189,0,0.8312097016015357,0.6366609475677198
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j1blowx_2,79.0,88.6,6.0,,,4.0,,1.0,,-9.599999999999994,-1.599999999999999,0.0,0.0,0.15989258825891683,0.0,0.6713171133426189,0,0.8312097016015357,0.6366609475677198
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,4j1blowx_3,11.0,13.5,1.7,,,4.0,,1.0,,-2.5,-1.4705882352941178,0.0,0.0,0.15989258825891683,0.0,0.6713171133426189,0,0.8312097016015357,0.6366609475677198
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j0b_1,19.0,23.9,3.0,,,6.0,,0.0,,-4.899999999999999,-1.6333333333333329,0.0,0.0,1.295129964897226,0.0,-0.9811557810392123,0,0.3139741838580138,0.15156991210335535
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j0b_2,16.0,17.2,1.5,,,6.0,,0.0,,-1.1999999999999993,-0.7999999999999995,0.0,0.0,1.295129964897226,0.0,-0.9811557810392123,0,0.3139741838580138,0.15156991210335535
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j0b_3,3.0,3.6,0.5,,,6.0,,0.0,,-0.6000000000000001,-1.2000000000000002,0.0,0.0,1.295129964897226,0.0,-0.9811557810392123,0,0.3139741838580138,0.15156991210335535
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j0b_4,2.0,2.1,0.6,,,6.0,,0.0,,-0.10000000000000009,-0.16666666666666682,0.0,0.0,1.295129964897226,0.0,-0.9811557810392123,0,0.3139741838580138,0.15156991210335535
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j1b_1,117.0,110.8,6.5,,,6.0,,1.0,,6.200000000000003,0.9538461538461542,0.0,0.0,1.295129964897226,0.0,0.6713171133426189,0,1.9664470782398449,1.7013470637373267
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j1b_2,68.0,69.2,4.9,,,6.0,,1.0,,-1.2000000000000028,-0.24489795918367402,0.0,0.0,1.295129964897226,0.0,0.6713171133426189,0,1.9664470782398449,1.7013470637373267
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j1b_3,7.0,12.9,1.6,,,6.0,,1.0,,-5.9,-3.6875,0.0,0.0,1.295129964897226,0.0,0.6713171133426189,0,1.9664470782398449,1.7013470637373267
ATLAS-SUSY-2018-10-eff,ATLAS,13.0,139.0,6j1b_4,2.0,2.4,0.8,,,6.0,,1.0,,-0.3999999999999999,-0.4999999999999999,0.0,0.0,1.295129964897226,0.0,0.6713171133426189,0,1.9664470782398449,1.7013470637373267
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRAT0,11.0,17.3,1.7,,,,,,,-6.300000000000001,-3.705882352941177,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRATT,4.0,3.2,0.5,,,,,,,0.7999999999999998,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRATW,8.0,5.6,0.7,,,,,,,2.4000000000000004,3.4285714285714293,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRBT0,292.0,276.0,24.0,,,,,,,16.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRBTT,67.0,46.0,7.0,,,,,,,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRBTW,84.0,81.0,7.0,,,,,,,3.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRC1,53.0,46.0,12.0,,,,,,,7.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRC2,57.0,52.0,9.0,,,,,,,5.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRC3,38.0,32.0,7.0,,,,,,,6.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRC4,9.0,11.8,3.1,,,,,,,-2.8000000000000007,-0.9032258064516131,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRC5,4.0,2.5,0.7,,,,,,,1.5,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRD0,5.0,6.9,1.3,,,,,,,-1.9000000000000004,-1.4615384615384617,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRD1,4.0,3.1,1.0,,,,,,,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-12-eff,ATLAS,13.0,139.0,SRD2,10.0,12.2,1.5,,,,,,,-2.1999999999999993,-1.4666666666666661,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-13-eff,ATLAS,13.0,139.0,SR_HighPT,1.0,0.46,0.3,,,,,,,0.54,1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-13-eff,ATLAS,13.0,139.0,SR_Trackless,0.0,0.83,0.53,,,,,,,-0.83,-1.5660377358490565,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14289181129338485
ATLAS-SUSY-2018-14-eff,ATLAS,13.0,139.0,SRee,0.0,0.46,0.1,,,,2.0,,,-0.46,-4.6,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-14-eff,ATLAS,13.0,139.0,SRem,0.0,0.007,0.19,,,,2.0,,,-0.007,-0.0368421052631579,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-14-eff,ATLAS,13.0,139.0,SRmm,0.0,0.11,0.2,,,,2.0,,,-0.11,-0.5499999999999999,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_high_c,1.0,0.7,0.4,,,,2.0,,,0.30000000000000004,0.7500000000000001,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_high_d,16.0,4.8,1.6,,,,2.0,,,11.2,6.999999999999999,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_high_e,13.0,11.3,3.0,,,,2.0,,,1.6999999999999993,0.5666666666666664,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_high_f,8.0,10.5,2.5,,,,2.0,,,-2.5,-1.0,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_high_g,8.0,11.1,2.6,,,,2.0,,,-3.0999999999999996,-1.192307692307692,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_high_h,18.0,19.2,3.5,,,,2.0,,,-1.1999999999999993,-0.34285714285714264,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_low_c,7.0,3.9,1.8,,,,2.0,,,3.1,1.7222222222222223,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_low_d,11.0,6.9,2.2,,,,2.0,,,4.1,1.8636363636363633,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_low_e,16.0,16.0,4.0,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_low_f,16.0,13.0,4.0,,,,2.0,,,3.0,0.75,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_low_g,10.0,13.6,3.2,,,,2.0,,,-3.5999999999999996,-1.1249999999999998,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_low_h,9.0,21.9,3.5,,,,2.0,,,-12.899999999999999,-3.6857142857142855,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_med_c,0.0,0.13,0.31,,,,2.0,,,-0.13,-0.41935483870967744,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_med_d,4.0,4.5,2.3,,,,2.0,,,-0.5,-0.2173913043478261,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_med_e,11.0,4.9,1.9,,,,2.0,,,6.1,3.2105263157894735,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_ee_med_f,4.0,0.9,0.8,,,,2.0,,,3.1,3.875,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_a,5.0,2.5,1.2,,,,2.0,,,2.5,2.0833333333333335,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_b,5.0,2.1,1.3,,,,2.0,,,2.9,2.230769230769231,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_c,0.0,6.9,2.4,,,,2.0,,,-6.9,-2.8750000000000004,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_d,9.0,12.1,2.6,,,,2.0,,,-3.0999999999999996,-1.192307692307692,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_e,23.0,14.6,3.0,,,,2.0,,,8.4,2.8000000000000003,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_f,3.0,10.0,2.0,,,,2.0,,,-7.0,-3.5,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_g,5.0,11.1,2.0,,,,2.0,,,-6.1,-3.05,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_high_h,20.0,20.1,2.8,,,,2.0,,,-0.10000000000000142,-0.035714285714286226,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_a,9.0,18.0,4.0,,,,2.0,,,-9.0,-2.25,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_b,7.0,9.2,2.8,,,,2.0,,,-2.1999999999999993,-0.7857142857142855,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_c,7.0,6.0,2.4,,,,2.0,,,1.0,0.4166666666666667,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_d,12.0,11.0,2.4,,,,2.0,,,1.0,0.4166666666666667,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_e,17.0,14.8,3.0,,,,2.0,,,2.1999999999999993,0.7333333333333331,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_f,18.0,16.47,3.0,,,,2.0,,,1.5300000000000011,0.5100000000000003,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_g,16.0,14.6,2.5,,,,2.0,,,1.4000000000000004,0.5600000000000002,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_low_h,44.0,33.0,4.0,,,,2.0,,,11.0,2.75,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_a,16.0,13.0,5.0,,,,2.0,,,3.0,0.6,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_b,8.0,5.5,2.9,,,,2.0,,,2.5,0.8620689655172414,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_c,6.0,6.3,3.1,,,,2.0,,,-0.2999999999999998,-0.09677419354838704,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_d,41.0,23.0,5.0,,,,2.0,,,18.0,3.6,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_e,59.0,40.0,8.0,,,,2.0,,,19.0,2.375,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_ewk_2l_mm_med_f,21.0,15.0,4.0,,,,2.0,,,6.0,1.5,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_a,3.0,4.0,1.6,,,,2.0,,,-1.0,-0.625,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_b,3.0,3.6,1.3,,,,2.0,,,-0.6000000000000001,-0.46153846153846156,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_c,9.0,7.8,2.7,,,,2.0,,,1.2000000000000002,0.4444444444444445,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
ATLAS-SUSY-2018-16-eff,ATLAS,13.0,139.0,SR_slep_2l_ee_high_d,13.0,13.6,2.9,,,,2.0,,,-0.5999999999999996,-0.20689655172413782,0.0,0.0,0.0,-0.3142830708670285,0.0,0,-0.3142830708670285,-0.4376432253898243
